Timestamp,Value,Status,Comment
2020-11-29 00:15:00,8215637.387,0,""
2020-11-29 00:30:00,8215855.999,0,""
2020-11-29 00:45:00,8215882.285,0,""
2020-11-29 01:00:00,8215708.31,0,""
2020-11-29 01:15:00,8215732.933,0,""
2020-11-29 01:30:00,8215966.323,0,""
2020-11-29 01:45:00,8215991.496,0,""
2020-11-29 02:00:00,8215806.83,0,""
2020-11-29 02:15:00,8215831.42,0,""
2020-11-29 02:30:00,8216066.699,0,""
2020-11-29 02:45:00,8216091.716,0,""
2020-11-29 03:00:00,8215910.932,0,""
2020-11-29 03:15:00,8215939.41,0,""
2020-11-29 03:30:00,8216167.696,0,""
2020-11-29 03:45:00,8216193.101,0,""
2020-11-29 04:00:00,8216016.783,0,""
2020-11-29 04:15:00,8216041.976,0,""
2020-11-29 04:30:00,8216261.363,0,""
2020-11-29 04:45:00,8216284.531,0,""
2020-11-29 05:00:00,8216116.85,0,""
2020-11-29 05:15:00,8216142.567,0,""
2020-11-29 05:30:00,8216365.495,0,""
2020-11-29 05:45:00,8216392.333,0,""
2020-11-29 06:00:00,8216216.689,0,""
2020-11-29 06:15:00,8216238.947,0,""
2020-11-29 06:30:00,8216466.221,0,""
2020-11-29 06:45:00,8216490.722,0,""
2020-11-29 07:00:00,8216309.42,0,""
2020-11-29 07:15:00,8216337.551,0,""
2020-11-29 07:30:00,8216561.648,0,""
2020-11-29 07:45:00,8216585.048,0,""
2020-11-29 08:00:00,8216418.1,0,""
2020-11-29 08:15:00,8216442.221,0,""
2020-11-29 08:30:00,8216656.027,0,""
2020-11-29 08:45:00,8216679.742,0,""
2020-11-29 09:00:00,8216514.738,0,""
2020-11-29 09:15:00,8216538.925,0,""
2020-11-29 09:30:00,8216750.699,0,""
2020-11-29 09:45:00,8216774.642,0,""
2020-11-29 10:00:00,8216608.623,0,""
2020-11-29 10:15:00,8216632.458,0,""
2020-11-29 10:30:00,8216839.345,0,""
2020-11-29 10:45:00,8216861.938,0,""
2020-11-29 11:00:00,8216702.92,0,""
2020-11-29 11:15:00,8216726.76,0,""
2020-11-29 11:30:00,8216931.834,0,""
2020-11-29 11:45:00,8216955.418,0,""
2020-11-29 12:00:00,8216796.928,0,""
2020-11-29 12:15:00,8216818.252,0,""
2020-11-29 12:30:00,8216976.155,0,""
2020-11-29 12:45:00,8216997.069,0,""
2020-11-29 13:00:00,8216885.125,0,""
2020-11-29 13:15:00,8216908.532,0,""
2020-11-29 13:30:00,8217120.991,0,""
2020-11-29 13:45:00,8217144.293,0,""
2020-11-29 14:00:00,8216979.299,0,""
2020-11-29 14:15:00,8217002.73,0,""
2020-11-29 14:30:00,8217215.48,0,""
2020-11-29 14:45:00,8217239.426,0,""
2020-11-29 15:00:00,8217073.767,0,""
2020-11-29 15:15:00,8217097.179,0,""
2020-11-29 15:30:00,8217312.813,0,""
2020-11-29 15:45:00,8217337.61,0,""
2020-11-29 16:00:00,8217168.081,0,""
2020-11-29 16:15:00,8217191.5,0,""
2020-11-29 16:30:00,8217403.989,0,""
2020-11-29 16:45:00,8217427.336,0,""
2020-11-29 17:00:00,8217263.664,0,""
2020-11-29 17:15:00,8217288.062,0,""
2020-11-29 17:30:00,8217498.737,0,""
2020-11-29 17:45:00,8217522.578,0,""
2020-11-29 18:00:00,8217360.487,0,""
2020-11-29 18:15:00,8217382.179,0,""
2020-11-29 18:30:00,8217597.666,0,""
2020-11-29 18:45:00,8217623.106,0,""
2020-11-29 19:00:00,8217450.914,0,""
2020-11-29 19:15:00,8217474.802,0,""
2020-11-29 19:30:00,8217698.842,0,""
2020-11-29 19:45:00,8217723.633,0,""
2020-11-29 20:00:00,8217546.821,0,""
2020-11-29 20:15:00,8217572.525,0,""
2020-11-29 20:30:00,8217800.481,0,""
2020-11-29 20:45:00,8217828.979,0,""
2020-11-29 21:00:00,8217857.419,0,""
2020-11-29 21:15:00,8217674.175,0,""
2020-11-29 21:30:00,8217909.352,0,""
2020-11-29 21:45:00,8217934.665,0,""
2020-11-29 22:00:00,8217958.403,0,""
2020-11-29 22:15:00,8217772.765,0,""
2020-11-29 22:30:00,8218004.311,0,""
2020-11-29 22:45:00,8218028.045,0,""
2020-11-29 23:00:00,8218053.023,0,""
2020-11-29 23:15:00,8217882.8,0,""
2020-11-29 23:30:00,8218102.815,0,""
2020-11-29 23:45:00,8218127.852,0,""
2020-11-30 00:00:00,8218153.321,0,""
