Timestamp,Value,Status,Comment
10/3/2020 00:15,1761524.125,0,""
10/3/2020 00:30,1761535.5,0,""
10/3/2020 00:45,1761546.875,0,""
10/3/2020 01:00,1761558,0,""
10/3/2020 01:15,1761569.125,0,""
10/3/2020 01:30,1761580.25,0,""
10/3/2020 01:45,1761591.375,0,""
10/3/2020 02:00,1761602.25,0,""
10/3/2020 02:15,1761613.125,0,""
10/3/2020 02:30,1761624.25,0,""
10/3/2020 02:45,1761635.125,0,""
10/3/2020 03:00,1761645.125,0,""
10/3/2020 03:15,1761656.875,0,""
10/3/2020 03:30,1761667.625,0,""
10/3/2020 03:45,1761677.875,0,""
10/3/2020 04:00,1761688.875,0,""
10/3/2020 04:15,1761699.75,0,""
10/3/2020 04:30,1761714.625,0,""
10/3/2020 04:45,1761726.5,0,""
10/3/2020 05:00,1761737.5,0,""
10/3/2020 05:15,1761748.5,0,""
10/3/2020 05:30,1761759.375,0,""
10/3/2020 05:45,1761770.25,0,""
10/3/2020 06:00,1761784.75,0,""
10/3/2020 06:15,1761797.375,0,""
10/3/2020 06:30,1761808.375,0,""
10/3/2020 06:45,1761819.375,0,""
10/3/2020 07:00,1761833.25,0,""
10/3/2020 07:15,1761845.75,0,""
10/3/2020 07:30,1761856.5,0,""
10/3/2020 07:45,1761867.375,0,""
10/3/2020 08:00,1761881.125,0,""
10/3/2020 08:15,1761894.25,0,""
10/3/2020 08:30,1761905.125,0,""
10/3/2020 08:45,1761916.125,0,""
10/3/2020 09:00,1761927.25,0,""
10/3/2020 09:15,1761938.125,0,""
10/3/2020 09:30,1761951.25,0,""
10/3/2020 09:45,1761964.625,0,""
10/3/2020 10:00,1761975.625,0,""
10/3/2020 10:15,1761986.75,0,""
10/3/2020 10:30,1761998,0,""
10/3/2020 10:45,1762009,0,""
10/3/2020 11:00,1762020.5,0,""
10/3/2020 11:15,1762030.75,0,""
10/3/2020 11:30,1762041.875,0,""
10/3/2020 11:45,1762052.75,0,""
10/3/2020 12:00,1762063.875,0,""
10/3/2020 12:15,1762074.875,0,""
10/3/2020 12:30,1762086,0,""
10/3/2020 12:45,1762097,0,""
10/3/2020 13:00,1762107.875,0,""
10/3/2020 13:15,1762118.875,0,""
10/3/2020 13:30,1762130,0,""
10/3/2020 13:45,1762141,0,""
10/3/2020 14:00,1762152.125,0,""
