Timestamp,Value,Status,Comment
2020-02-10 00:15:00,6259974,0,""
2020-02-10 00:30:00,6260886.5,0,""
2020-02-10 00:45:00,6261796,0,""
2020-02-10 01:00:00,6262707.5,0,""
2020-02-10 01:15:00,6263613.5,0,""
2020-02-10 01:30:00,6264529,0,""
2020-02-10 01:45:00,6265443.5,0,""
2020-02-10 02:00:00,6266361,0,""
2020-02-10 02:15:00,6267270,0,""
2020-02-10 02:30:00,6268182.5,0,""
2020-02-10 02:45:00,6269094.5,0,""
2020-02-10 03:00:00,6269992.5,0,""
2020-02-10 03:15:00,6270896,0,""
2020-02-10 03:30:00,6271802,0,""
2020-02-10 03:45:00,6272710.5,0,""
2020-02-10 04:00:00,6273615.5,0,""
2020-02-10 04:15:00,6274515,0,""
2020-02-10 04:30:00,6275414,0,""
2020-02-10 04:45:00,6276312,0,""
2020-02-10 05:00:00,6277202,0,""
2020-02-10 05:15:00,6278095.5,0,""
2020-02-10 05:30:00,6278995.5,0,""
2020-02-10 05:45:00,6279901.5,0,""
2020-02-10 06:00:00,6280808,0,""
2020-02-10 06:15:00,6281705,0,""
2020-02-10 06:30:00,6282606.5,0,""
2020-02-10 06:45:00,6283507.5,0,""
2020-02-10 07:00:00,6284400.5,0,""
2020-02-10 07:15:00,6285291,0,""
2020-02-10 07:30:00,6286186,0,""
2020-02-10 07:45:00,6287082.5,0,""
2020-02-10 08:00:00,6287973,0,""
2020-02-10 08:15:00,6288855.5,0,""
2020-02-10 08:30:00,6289743,0,""
2020-02-10 08:45:00,6290623,0,""
2020-02-10 09:00:00,6291505,0,""
2020-02-10 09:15:00,6292401.5,0,""
2020-02-10 09:30:00,6293307,0,""
2020-02-10 09:45:00,6294219,0,""
2020-02-10 10:00:00,6295131.5,0,""
2020-02-10 10:15:00,6296043.5,0,""
2020-02-10 10:30:00,6296956.5,0,""
2020-02-10 10:45:00,6297875,0,""
2020-02-10 11:00:00,6298795,0,""
2020-02-10 11:15:00,6299714.5,0,""
2020-02-10 11:30:00,6300629.5,0,""
2020-02-10 11:45:00,6301535.5,0,""
2020-02-10 12:00:00,6302445.5,0,""
2020-02-10 12:15:00,6303359,0,""
2020-02-10 12:30:00,6304267,0,""
2020-02-10 12:45:00,6305181.5,0,""
2020-02-10 13:00:00,6306101,0,""
2020-02-10 13:15:00,6307024.5,0,""
2020-02-10 13:30:00,6307946,0,""
2020-02-10 13:45:00,6308864,0,""
2020-02-10 14:00:00,6309766.5,0,""
2020-02-10 14:15:00,6310677.5,0,""
2020-02-10 14:30:00,6311592,0,""
2020-02-10 14:45:00,6312504.5,0,""
2020-02-10 15:00:00,6313427,0,""
2020-02-10 15:15:00,6314356.5,0,""
2020-02-10 15:30:00,6315279,0,""
2020-02-10 15:45:00,6316201.5,0,""
2020-02-10 16:00:00,6317119.5,0,""
2020-02-10 16:15:00,6318038,0,""
2020-02-10 16:30:00,6318949.5,0,""
2020-02-10 16:45:00,6319864.5,0,""
2020-02-10 17:00:00,6320782,0,""
2020-02-10 17:15:00,6321706,0,""
2020-02-10 17:30:00,6322625.5,0,""
2020-02-10 17:45:00,6323555,0,""
2020-02-10 18:00:00,6324487.5,0,""
2020-02-10 18:15:00,6325409.5,0,""
2020-02-10 18:30:00,6326339.5,0,""
2020-02-10 18:45:00,6327264,0,""
2020-02-10 19:00:00,6328189.5,0,""
2020-02-10 19:15:00,6329132,0,""
2020-02-10 19:30:00,6329993.5,0,""
2020-02-10 19:45:00,6330792.5,0,""
2020-02-10 20:00:00,6331549.5,0,""
2020-02-10 20:15:00,6332366,0,""
2020-02-10 20:30:00,6333233.5,0,""
2020-02-10 20:45:00,6334110,0,""
2020-02-10 21:00:00,6335036.5,0,""
2020-02-10 21:15:00,6335977.5,0,""
2020-02-10 21:30:00,6336920.5,0,""
2020-02-10 21:45:00,6337858.5,0,""
2020-02-10 22:00:00,6338796,0,""
2020-02-10 22:15:00,6339728,0,""
2020-02-10 22:30:00,6340658,0,""
2020-02-10 22:45:00,6341575.5,0,""
2020-02-10 23:00:00,6342507,0,""
2020-02-10 23:15:00,6343440,0,""
2020-02-10 23:30:00,6344371.5,0,""
2020-02-10 23:45:00,6345296.5,0,""
2020-02-11 00:00:00,6346228,0,""
2020-02-11 00:15:00,6347145.5,0,""
2020-02-11 00:30:00,6348073.5,0,""
2020-02-11 00:45:00,6349011,0,""
2020-02-11 01:00:00,6349943,0,""
2020-02-11 01:15:00,6350874,0,""
