Timestamp,Value,Status,Notes
2020-01-16 21:15:00,2000.6,1536,Suspicious dip found in cumulative data.
2020-01-16 21:30:00,2000700,2,
2020-01-16 21:45:00,2000800,2,
2020-01-16 22:00:00,2000900,2,
2020-01-16 22:15:00,2001000,2,
2020-01-16 22:30:00,2001100,2,
2020-01-16 22:45:00,2001200,2,
2020-01-16 23:00:00,2001300,2,
2020-01-16 23:15:00,2001400,2,
2020-01-16 23:30:00,2001500,2,
2020-01-16 23:45:00,2001700,2,
2020-01-17 00:00:00,2001800,2,
2020-01-17 00:15:00,2001900,2,
2020-01-17 00:30:00,2002000,2,
2020-01-17 00:45:00,2002100,2,
2020-01-17 01:00:00,2002100,513,System detected a repeated value representing a gap
2020-01-17 01:15:00,2002100,513,System detected a repeated value representing a gap
2020-01-17 01:30:00,2002100,513,System detected a repeated value representing a gap
2020-01-17 01:45:00,2002100,513,System detected a repeated value representing a gap
2020-01-17 02:00:00,2002100,513,System detected a repeated value representing a gap
2020-01-17 02:15:00,2002100,513,System detected a repeated value representing a gap
2020-01-17 02:30:00,2002100,513,System detected a repeated value representing a gap
2020-01-17 02:45:00,2002100,513,System detected a repeated value representing a gap
