Timestamp,Value,Status,Notes
2020-01-17 03:00:00,0,2561,System detected a potential rollover/reset in the cumulative source data. The estimate is based on average of values immediately preceding and following this value. | System detected a zero value representing a gap.
2020-01-17 03:15:00,0,513,System detected a zero value representing a gap.
2020-01-17 03:30:00,0,513,System detected a zero value representing a gap.
2020-01-17 03:45:00,0,513,System detected a zero value representing a gap.
2020-01-17 04:00:00,0,513,System detected a zero value representing a gap.
2020-01-17 04:15:00,0,513,System detected a zero value representing a gap.
2020-01-17 04:30:00,0,513,System detected a zero value representing a gap.
2020-01-17 04:45:00,0,513,System detected a zero value representing a gap.
2020-01-17 05:00:00,0,513,System detected a zero value representing a gap.
2020-01-17 05:15:00,0,513,System detected a zero value representing a gap.
2020-01-17 05:30:00,0,513,System detected a zero value representing a gap.
2020-01-17 05:45:00,0,513,System detected a zero value representing a gap.
