Location: PAMTest_Capriata/Saiwa\PAMTest_Energy Balance\PAMTest_Ovens\PAMTest_Bruciatori forno 3
Measurement: Baseline
Model: System Generated

Timestamp,Actual,Driver1,Baseline,Difference,CUSUM
2023-01-03 00:00:00,637.7369999999997,12.939814814814815,467.3083690267435,-170.42863097325625,-170.42863097325625
2023-01-04 00:00:00,640.4110000000002,13.796296296296296,467.0387798811928,-173.37222011880738,-343.8008510920636
2023-01-05 00:00:00,598.8359999999999,13.680555555555555,467.07521084680775,-131.76078915319215,-475.5616402452558
2023-01-06 00:00:00,91.07199999999999,13.61111111111111,467.09706942617674,376.02506942617674,-99.53657081907903
2023-01-07 00:00:00,0,12.476851851851851,32.55141369019839,32.55141369019839,-66.98515712888064
2023-01-08 00:00:00,0,12.916666666666666,32.78853143967347,32.78853143967347,-34.196625689207174
2023-01-09 00:00:00,421.5510000000001,12.01388888888889,467.5998167516632,46.04881675166308,11.852191062455908
2023-01-10 00:00:00,537.852,12.685185185185185,467.38851715109644,-70.46348284890354,-58.61129178644763
2023-01-11 00:00:00,513.3530000000001,11.597222222222221,467.73096822787704,-45.62203177212302,-104.23332355857065
2023-01-12 00:00:00,498.019,12.060185185185185,467.5852443654172,-30.43375563458278,-134.66707919315343
2023-01-13 00:00:00,77.774,13.194444444444445,467.2282209023906,389.4542209023906,254.78714170923718
2023-01-14 00:00:00,0,11.62037037037037,32.08965807279955,32.08965807279955,286.87679978203676
2023-01-15 00:00:00,0,11.967592592592593,32.276856296069354,32.276856296069354,319.1536560781061
2023-01-16 00:00:00,482.3040000000002,9.282407407407407,468.4595875401763,-13.8444124598239,305.3092436182822
2023-01-17 00:00:00,584.6629999999999,6.458333333333333,469.34850310118134,-115.31449689881856,189.99474671946365
2023-01-18 00:00:00,552.1730000000001,6.597222222222222,469.3047859424434,-82.86821405755671,107.12653266190694
2023-01-19 00:00:00,573.9819999999999,5,469.80753326792984,-104.17446673207002,2.9520659298369196
2023-01-20 00:00:00,578.415,5.578703703703703,469.62537843985507,-108.7896215601449,-105.83755563030797
2023-01-21 00:00:00,104.36500000000001,5.7407407407407405,28.91976815876429,-75.44523184123572,-181.2827874715437
2023-01-22 00:00:00,0,7.083333333333333,29.643601288740843,29.643601288740843,-151.63918618280286
2023-01-23 00:00:00,364.196,7.430555555555555,469.0424829900157,104.84648299001566,-46.7927031927872
2023-01-24 00:00:00,543.9419999999999,9.189814814814815,468.4887323126683,-75.45326768733162,-122.24597088011882
2023-01-25 00:00:00,574.9710000000003,9.12037037037037,468.5105908920372,-106.46040910796313,-228.70637998808195
2023-01-26 00:00:00,558.446,7.893518518518518,468.8967591275558,-89.54924087244422,-318.25562086052616
2023-01-27 00:00:00,580.6290000000001,5.648148148148148,469.6035198604861,-111.02548013951406,-429.2811010000402
2023-01-28 00:00:00,124.75099999999999,6.712962962962963,29.443923183919726,-95.30707681608027,-524.5881778161205
2023-01-29 00:00:00,0,7.106481481481482,29.656081170292165,29.656081170292165,-494.9320966458283
