"Location: PAMTest_Capriata/Saiwa\PAMTest_Energy Balance\PAMTest_Ovens\PAMTest_Bruciatori forno 3"
Measurement: Baseline
"Model: System Generated"
Date Range: 1/3/2023 - 1/3/2024
Interval: Days
"Model: Energy (kWh)"
"Driver Measurements: undefined (°C)"
"Expression: 343.847630672904 + -0.0953993425914204*(AGGREGATE PER DAY({PAM(\87198:87198, 18, °C)})-3.91203703703704)"

Timestamp,Actual,Driver1,Baseline,Difference,CUSUM
2023-01-03 00:00:00,637.7369999999997,12.939814814814815,342.98638660784235,-294.7506133921574,-294.7506133921574
2023-01-04 00:00:00,640.4110000000002,13.796296296296296,342.9046788375673,-297.50632116243287,-592.2569345545903
2023-01-05 00:00:00,598.8359999999999,13.680555555555555,342.915720428145,-255.9202795718549,-848.1772141264453
2023-01-06 00:00:00,91.07199999999999,13.61111111111111,342.92234538249164,251.85034538249164,-596.3268687439536
2023-01-07 00:00:00,0,12.476851851851851,343.0305529701532,343.0305529701532,-253.29631577380036
2023-01-08 00:00:00,0,12.916666666666666,342.9885949259579,342.9885949259579,89.69227915215754
2023-01-09 00:00:00,421.5510000000001,12.01388888888889,343.07471933246404,-78.47628066753606,11.21599848462148
2023-01-10 00:00:00,537.852,12.685185185185185,343.01067810711334,-194.84132189288664,-183.62532340826516
2023-01-11 00:00:00,513.3530000000001,11.597222222222221,343.1144690585438,-170.23853094145625,-353.8638543497214
2023-01-12 00:00:00,498.019,12.060185185185185,343.07030269623294,-154.94869730376706,-508.81255165348847
2023-01-13 00:00:00,77.774,13.194444444444445,342.9620951085714,265.1880951085714,-243.62445654491705
2023-01-14 00:00:00,0,11.62037037037037,343.11226074042827,343.11226074042827,99.48780419551122
2023-01-15 00:00:00,0,11.967592592592593,343.07913596869514,343.07913596869514,442.56694016420636
2023-01-16 00:00:00,482.3040000000002,9.282407407407407,343.335300870098,-138.96869912990218,303.5982410343042
2023-01-17 00:00:00,584.6629999999999,6.458333333333333,343.60471568019415,-241.05828431980575,62.53995671449843
2023-01-18 00:00:00,552.1730000000001,6.597222222222222,343.5914657715009,-208.5815342284992,-146.04157751400078
2023-01-19 00:00:00,573.9819999999999,5,343.7438397214733,-230.23816027852655,-376.2797377925273
2023-01-20 00:00:00,557.335,5.578703703703703,343.68863176858474,-213.6463682314153,-589.9261060239426
2023-01-21 00:00:00,125.44500000000001,5.7407407407407405,343.67317354177595,218.22817354177596,-371.6979324821666
2023-01-22 00:00:00,0,7.083333333333333,343.54509109107454,343.54509109107454,-28.152841391092068
2023-01-23 00:00:00,364.196,7.430555555555555,343.5119663193414,-20.684033680658615,-48.83687507175068
2023-01-24 00:00:00,543.9419999999999,9.189814814814815,343.34413414256016,-200.59786585743973,-249.4347409291904
2023-01-25 00:00:00,574.9710000000003,9.12037037037037,343.3507590969068,-231.62024090309353,-481.05498183228394
2023-01-26 00:00:00,558.446,7.893518518518518,343.46779995703054,-214.9782000429695,-696.0331818752534
2023-01-27 00:00:00,580.6290000000001,5.648148148148148,343.68200681423815,-236.94699318576198,-932.9801750610154
2023-01-28 00:00:00,124.75099999999999,6.712962962962963,343.5804241809232,218.82942418092324,-714.1507508800921
2023-01-29 00:00:00,0,7.106481481481482,343.542882772959,343.542882772959,-370.60786810713313
2023-01-30 00:00:00,390.4270000000001,8.86574074074074,343.3750505961778,-47.05194940382228,-417.6598175109554
