Timestamp,Value,Status,Notes
2020-06-01 00:30:00,903.3,2,
2020-06-01 00:45:00,894.4,2,
2020-06-01 01:00:00,896.7,2,
2020-06-01 01:15:00,894.4,2,
2020-06-01 01:30:00,886.7,2,
2020-06-01 01:45:00,895.3,2,
2020-06-01 02:00:00,895.8,2,
2020-06-01 02:15:00,894.3,2,
2020-06-01 02:30:00,903.1,2,
2020-06-01 02:45:00,899.3,2,
2020-06-01 03:00:00,899.9,2,
2020-06-01 03:15:00,897.7,2,
2020-06-01 03:30:00,894.4,2,
2020-06-01 03:45:00,888.1,2,
2020-06-01 04:00:00,890.1,2,
2020-06-01 04:15:00,895.1,2,
2020-06-01 04:30:00,892.8,2,
2020-06-01 04:45:00,891.2,2,
2020-06-01 05:00:00,884.6,2,
2020-06-01 05:15:00,876.8,2,
2020-06-01 05:30:00,884.8,2,
2020-06-01 05:45:00,886.2,2,
2020-06-01 06:00:00,882.4,2,
2020-06-01 06:15:00,883,2,
2020-06-01 06:30:00,885.9,2,
2020-06-01 06:45:00,884.9,2,
2020-06-01 07:00:00,882.8,2,
2020-06-01 07:15:00,884,2,
2020-06-01 07:30:00,880.7,2,
2020-06-01 07:45:00,884.2,2,
2020-06-01 08:00:00,884.5,2,
2020-06-01 08:15:00,889.5,2,
2020-06-01 08:30:00,893.3,2,
2020-06-01 08:45:00,900.8,2,
2020-06-01 09:00:00,898.7,2,
2020-06-01 09:15:00,902,2,
2020-06-01 09:30:00,902.9,2,
2020-06-01 09:45:00,908.3,2,
2020-06-01 10:00:00,911.1,2,
2020-06-01 10:15:00,910.9,2,
2020-06-01 10:30:00,917.1,2,
2020-06-01 10:45:00,912.9,2,
2020-06-01 11:00:00,927.3,2,
2020-06-01 11:15:00,949.1,2,
2020-06-01 11:30:00,936.9,2,
2020-06-01 11:45:00,955.1,2,
2020-06-01 12:00:00,976.6,2,
2020-06-01 12:15:00,973.3,2,
2020-06-01 12:30:00,990,2,
2020-06-01 12:45:00,986.4,2,
2020-06-01 13:00:00,997.7,2,
2020-06-01 13:15:00,1016.8,2,
2020-06-01 13:30:00,987.8,2,
2020-06-01 13:45:00,1037.9,2,
2020-06-01 14:00:00,1035.6,2,
2020-06-01 14:15:00,1025.7,2,
2020-06-01 14:30:00,1040.9,2,
2020-06-01 14:45:00,1032,2,
2020-06-01 15:00:00,1042.8,2,
2020-06-01 15:15:00,1026.4,2,
2020-06-01 15:30:00,1011,2,
2020-06-01 15:45:00,1016.7,2,
2020-06-01 16:00:00,1039.7,2,
2020-06-01 16:15:00,1026.7,2,
2020-06-01 16:30:00,1042,2,
2020-06-01 16:45:00,1045,2,
2020-06-01 17:00:00,1025.1,2,
2020-06-01 17:15:00,1036,2,
2020-06-01 17:30:00,991.4,2,
