Timestamp,Value,Status,Notes
2020-12-01 00:15:00,2333888.3,2,
2020-12-01 00:30:00,2333908.3,2,
2020-12-01 00:45:00,2333928,2,
2020-12-01 01:00:00,2333947.8,2,
2020-12-01 01:15:00,2333967.5,2,
2020-12-01 01:30:00,2333987.5,2,
2020-12-01 01:45:00,2334007.3,2,
2020-12-01 02:00:00,2334027,2,
2020-12-01 02:15:00,2334047,2,
2020-12-01 02:30:00,2334067,2,
2020-12-01 02:45:00,2334086.8,2,
2020-12-01 03:00:00,2334106.3,2,
2020-12-01 03:15:00,2334126.3,2,
2020-12-01 03:30:00,2334146,2,
2020-12-01 03:45:00,2334166,2,
2020-12-01 04:00:00,2334185.8,2,
2020-12-01 04:15:00,2334205.5,2,
2020-12-01 04:30:00,2334225.5,2,
2020-12-01 04:45:00,2334245,2,
2020-12-01 05:00:00,2334265,2,
2020-12-01 05:15:00,2334284.8,2,
2020-12-01 05:30:00,2334304.8,2,
2020-12-01 05:45:00,2334324.5,2,
2020-12-01 06:00:00,2334344.5,2,
2020-12-01 06:15:00,2334364.3,2,
2020-12-01 06:30:00,2334384.3,2,
2020-12-01 06:45:00,2334403.8,2,
2020-12-01 07:00:00,2334423.5,2,
2020-12-01 07:15:00,2334443.5,2,
2020-12-01 07:30:00,2334463.3,2,
2020-12-01 07:45:00,2334483,2,
2020-12-01 08:00:00,2334503,2,
2020-12-01 08:15:00,2334522.5,2,
2020-12-01 08:30:00,2334542.3,2,
2020-12-01 08:45:00,2334562.3,2,
2020-12-01 09:00:00,2334582,2,
2020-12-01 09:15:00,2334601.8,2,
2020-12-01 09:30:00,2334621.8,2,
2020-12-01 09:45:00,2334641.5,2,
2020-12-01 10:00:00,2334661,2,
2020-12-01 10:15:00,2334681,2,
2020-12-01 10:30:00,2334700.8,2,
2020-12-01 10:45:00,2334720.5,2,
2020-12-01 11:00:00,2334740.5,2,
2020-12-01 11:15:00,2334760.3,2,
2020-12-01 11:30:00,2334780.3,2,
2020-12-01 11:45:00,2334799.8,2,
2020-12-01 12:00:00,2334819.8,2,
2020-12-01 12:15:00,2334839.5,2,
2020-12-01 12:30:00,2334859.5,2,
2020-12-01 12:45:00,2334879.3,2,
2020-12-01 13:00:00,2334899.3,2,
2020-12-01 13:15:00,2334919,2,
2020-12-01 13:30:00,2334938.5,2,
2020-12-01 13:45:00,2334958.5,2,
2020-12-01 14:00:00,2334978.3,2,
2020-12-01 14:15:00,2334998,2,
2020-12-01 14:30:00,2335017.8,2,
2020-12-01 14:45:00,2335037.8,2,
2020-12-01 15:00:00,2335057.5,2,
2020-12-01 15:15:00,2335077,2,
2020-12-01 15:30:00,2335096.8,2,
2020-12-01 15:45:00,2335116.5,2,
2020-12-01 16:00:00,2335136.3,2,
2020-12-01 16:15:00,2335156.3,2,
2020-12-01 16:30:00,2335176,2,
2020-12-01 16:45:00,2335195.8,2,
2020-12-01 17:00:00,2335215.5,2,
2020-12-01 17:15:00,2335235.3,2,
2020-12-01 17:30:00,2335255,2,
2020-12-01 17:45:00,2335274.8,2,
2020-12-01 18:00:00,2335294.5,2,
2020-12-01 18:15:00,2335314.5,2,
2020-12-01 18:30:00,2335334.3,2,
2020-12-01 18:45:00,2335353.8,2,
2020-12-01 19:00:00,2335373.5,2,
2020-12-01 19:15:00,2335393.3,2,
2020-12-01 19:30:00,2335413.3,2,
2020-12-01 19:45:00,2335433,2,
2020-12-01 20:00:00,2335453,2,
2020-12-01 20:15:00,2335472.8,2,
2020-12-01 20:30:00,2335492.3,2,
2020-12-01 20:45:00,2335512,2,
2020-12-01 21:00:00,2335531.8,2,
2020-12-01 21:15:00,2335551.5,2,
2020-12-01 21:30:00,2335571.5,2,
2020-12-01 21:45:00,2335591.3,2,
2020-12-01 22:00:00,2335611,2,
2020-12-01 22:15:00,2335630.5,2,
2020-12-01 22:30:00,2335650.3,2,
2020-12-01 22:45:00,2335670,2,
2020-12-01 23:00:00,2335690,2,
2020-12-01 23:15:00,2335709.8,2,
2020-12-01 23:30:00,2335729.5,2,
2020-12-01 23:45:00,2335749,2,
2020-12-02 00:00:00,2335768.8,2,
