Timestamp,Value,Status,Comment
2020-06-01 00:15:00,295533191.3,0,
2020-06-01 00:30:00,295534094.6,0,
2020-06-01 00:45:00,295534989,0,
2020-06-01 01:00:00,295535885.7,0,
2020-06-01 01:15:00,295536780.1,0,
2020-06-01 01:30:00,295537666.8,0,
2020-06-01 01:45:00,295538562.1,0,
2020-06-01 02:00:00,295539457.9,0,
2020-06-01 02:15:00,295540352.2,0,
2020-06-01 02:30:00,295541255.3,0,
2020-06-01 02:45:00,295542154.6,0,
2020-06-01 03:00:00,295543054.5,0,
2020-06-01 03:15:00,295543952.2,0,
2020-06-01 03:30:00,295544846.6,0,
2020-06-01 03:45:00,295545734.7,0,
2020-06-01 04:00:00,295546624.8,0,
2020-06-01 04:15:00,295547519.9,0,
2020-06-01 04:30:00,295548412.7,0,
2020-06-01 04:45:00,295549303.9,0,
2020-06-01 05:00:00,295550188.5,0,
2020-06-01 05:15:00,295551065.3,0,
2020-06-01 05:30:00,295551950.1,0,
2020-06-01 05:45:00,295552836.3,0,
2020-06-01 06:00:00,295553718.7,0,
2020-06-01 06:15:00,295554601.7,0,
2020-06-01 06:30:00,295555487.6,0,
2020-06-01 06:45:00,295556372.5,0,
2020-06-01 07:00:00,295557255.3,0,
2020-06-01 07:15:00,295558139.3,0,
2020-06-01 07:30:00,295559020,0,
2020-06-01 07:45:00,295559904.2,0,
2020-06-01 08:00:00,295560788.7,0,
2020-06-01 08:15:00,295561678.2,0,
2020-06-01 08:30:00,295562571.5,0,
2020-06-01 08:45:00,295563472.3,0,
2020-06-01 09:00:00,295564371,0,
2020-06-01 09:15:00,295565273,0,
2020-06-01 09:30:00,295566175.9,0,
2020-06-01 09:45:00,295567084.2,0,
2020-06-01 10:00:00,295567995.3,0,
2020-06-01 10:15:00,295568906.2,0,
2020-06-01 10:30:00,295569823.3,0,
2020-06-01 10:45:00,295570736.2,0,
2020-06-01 11:00:00,295571663.5,0,
2020-06-01 11:15:00,295572612.6,0,
2020-06-01 11:30:00,295573549.5,0,
2020-06-01 11:45:00,295574504.6,0,
2020-06-01 12:00:00,295575481.2,0,
2020-06-01 12:15:00,295576454.5,0,
2020-06-01 12:30:00,295577444.5,0,
2020-06-01 12:45:00,295578430.9,0,
2020-06-01 13:00:00,295579428.6,0,
2020-06-01 13:15:00,295580445.4,0,
2020-06-01 13:30:00,295581433.2,0,
2020-06-01 13:45:00,295582471.1,0,
2020-06-01 14:00:00,295583506.7,0,
2020-06-01 14:15:00,295584532.4,0,
2020-06-01 14:30:00,295585573.3,0,
2020-06-01 14:45:00,295586605.3,0,
2020-06-01 15:00:00,295587648.1,0,
2020-06-01 15:15:00,295588674.5,0,
2020-06-01 15:30:00,295589685.5,0,
2020-06-01 15:45:00,295590702.2,0,
2020-06-01 16:00:00,295591741.9,0,
2020-06-01 16:15:00,295592768.6,0,
2020-06-01 16:30:00,295593810.6,0,
2020-06-01 16:45:00,295594855.6,0,
2020-06-01 17:00:00,295595880.7,0,
2020-06-01 17:15:00,295596916.7,0,
2020-06-01 17:30:00,295597908.1,0,
2020-06-01 17:45:00,295598940.8,0,
2020-06-01 18:00:00,295599947.8,0,
2020-06-01 18:15:00,295600954.7,0,
2020-06-01 18:30:00,295601955.3,0,
2020-06-01 18:45:00,295602956.9,0,
2020-06-01 19:00:00,295603956.7,0,
2020-06-01 19:15:00,295604970.9,0,
2020-06-01 19:30:00,295605979.3,0,
2020-06-01 19:45:00,295607013.8,0,
2020-06-01 20:00:00,295608033.8,0,
2020-06-01 20:15:00,295609058.3,0,
2020-06-01 20:30:00,295610091.4,0,
2020-06-01 20:45:00,295611113.4,0,
2020-06-01 21:00:00,295612115.2,0,
2020-06-01 21:15:00,295613119.1,0,
2020-06-01 21:30:00,295614113.7,0,
2020-06-01 21:45:00,295615098.3,0,
2020-06-01 22:00:00,295616096.2,0,
2020-06-01 22:15:00,295617089.3,0,
2020-06-01 22:30:00,295618072.2,0,
2020-06-01 22:45:00,295619068.8,0,
2020-06-01 23:00:00,295620065.5,0,
2020-06-01 23:15:00,295621044.1,0,
2020-06-01 23:30:00,295622012.5,0,
2020-06-01 23:45:00,295622995,0,
2020-06-02 00:00:00,295623981.5,0,
2020-06-02 00:15:00,295624955.4,0,
2020-06-02 00:30:00,295625932.8,0,
2020-06-02 00:45:00,295626917.2,0,
2020-06-02 01:00:00,295627884.3,0,
2020-06-02 01:15:00,295628839.2,0,
2020-06-02 01:30:00,295629804,0,
2020-06-02 01:45:00,295630768.2,0,
2020-06-02 02:00:00,295631723.7,0,
2020-06-02 02:15:00,295632686.8,0,
2020-06-02 02:30:00,295633661.7,0,
2020-06-02 02:45:00,295634631.1,0,
2020-06-02 03:00:00,295635597.5,0,
2020-06-02 03:15:00,295636575.6,0,
2020-06-02 03:30:00,295637553.3,0,
2020-06-02 03:45:00,295638520.9,0,
2020-06-02 04:00:00,295639478.5,0,
2020-06-02 04:15:00,295640450.7,0,
2020-06-02 04:30:00,295641420.5,0,
2020-06-02 04:45:00,295642380.5,0,
2020-06-02 05:00:00,295643339.3,0,
2020-06-02 05:15:00,295644311.4,0,
2020-06-02 05:30:00,295645281.3,0,
2020-06-02 05:45:00,295646241.5,0,
2020-06-02 06:00:00,295647187.8,0,
2020-06-02 06:15:00,295648134.5,0,
2020-06-02 06:30:00,295649083.9,0,
2020-06-02 06:45:00,295650022,0,
2020-06-02 07:00:00,295650959.1,0,
